api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,failure_rate,module,n,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
0.7457478804834893,0.7139687960006995,1.0011319140030537,1,52,ADVISOR,0.0,outer,31,702,0.16317745864516128,0.157617496,0.2367953535,706.6129032258065,751,964.5,21905,6.06833875151736,6.213705191010376,6.501151436008513
