api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,domain_selection_accuracy,failure_rate,module,n,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
0.7080884806655376,0.5338729540017084,1.03061829455255,1,81.0,ATT,1.0,0.0,scope,24,1108.0,0.40671133175,0.41592394,0.47516040849999996,1185,1187.0,1206.8,28440,9.70795262554202,9.533766550004657,10.030575120459979
0.49296117937349965,0.47033506899606436,0.5902359535481082,1,68.5,MHS,1.0,0.0,scope,24,1052.5,0.36398762091666664,0.3569020155,0.46281485634999997,1121.7083333333333,1120.5,1147.7,26921,9.117884385497746,9.459323054492415,9.590237054253521
0.5732055073749507,0.5106617599958554,0.8942603418028735,1,66.5,TEF,1.0,0.0,scope,24,1046.0,0.410555515125,0.3941843605,0.6036791416499999,1117.75,1115.0,1139.7,26826,9.573575137209142,9.510473067493876,9.894018781751948
