api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,failure_rate,module,n,parameter_exact_match,parameter_extraction_f1,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,task_selection_accuracy,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
0.8254495105710721,0.8146355619974202,1.0849555384993437,1,63,ADVISOR,0.0,intent,51,0.8627450980392157,0.946969696969697,1374,0.2895001045490196,0.266500196,0.400737535,1.0,1440.3333333333333,1442,1484.5,73457,11.608878583686115,11.800711175004835,12.08409559699794
