api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,domain_selection_accuracy,failure_rate,module,n,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
1.0830031569585117,0.9369753540013335,1.2223271642462348,1,73.0,HSR,1.0,0.0,scope,24,1028.0,0.383489901125,0.3715316365,0.47736099779999996,1103.375,1103.5,1128.85,26481,9.708029004417162,9.93046185750427,10.22246524659713
