,time,accX,accY,accZ,gyroX,gyroY,gyroZ,device,side,exercise,nth_repetition,angle,direction
0,0.97104,8.64,-0.77,-3.95,0.58,0.19,-0.06,84:FC:E6:50:9E:F8,L,A,1,0.6,up
1,0.97104,8.94,-1.35,-3.71,-0.5,-0.0,0.06,84:FC:E6:50:9E:F8,L,A,1,1.2,up
2,0.97104,8.86,-1.33,-3.49,-0.46,0.26,-0.12,84:FC:E6:50:9E:F8,L,A,1,1.7999999999999998,up
3,0.97104,8.88,-1.38,-3.56,-0.36,0.26,-0.12,84:FC:E6:50:9E:F8,L,A,1,2.4,up
4,0.97104,8.94,-1.43,-3.63,-0.25,0.24,-0.14,84:FC:E6:50:9E:F8,L,A,1,3.0,up
5,0.97104,9.03,-1.46,-3.62,-0.1,0.2,-0.15,84:FC:E6:50:9E:F8,L,A,1,3.6,up
6,0.97104,8.99,-1.45,-3.61,0.08,0.18,-0.13,84:FC:E6:50:9E:F8,L,A,1,4.2,up
7,0.97104,8.95,-1.33,-3.52,0.18,0.14,-0.12,84:FC:E6:50:9E:F8,L,A,1,4.8,up
8,0.97104,8.99,-1.36,-3.5,0.24,0.1,-0.12,84:FC:E6:50:9E:F8,L,A,1,5.3999999999999995,up
9,0.97104,8.98,-1.34,-3.37,0.24,0.07,-0.1,84:FC:E6:50:9E:F8,L,A,1,5.999999999999999,up
10,0.97104,9.06,-1.32,-3.22,0.19,0.04,-0.05,84:FC:E6:50:9E:F8,L,A,1,6.599999999999999,up
11,0.97104,9.13,-1.3,-3.18,0.07,0.04,0.0,84:FC:E6:50:9E:F8,L,A,1,7.199999999999998,up
12,0.97104,9.1,-1.29,-3.1,-0.1,0.06,0.03,84:FC:E6:50:9E:F8,L,A,1,7.799999999999998,up
13,0.97104,9.01,-1.34,-3.18,-0.24,0.09,0.03,84:FC:E6:50:9E:F8,L,A,1,8.399999999999999,up
14,0.97104,8.99,-1.37,-3.2,-0.41,0.16,0.04,84:FC:E6:50:9E:F8,L,A,1,8.999999999999998,up
15,0.97104,8.84,-1.46,-3.24,-0.54,0.2,0.06,84:FC:E6:50:9E:F8,L,A,1,9.599999999999998,up
16,0.97104,8.78,-1.42,-3.3,-0.61,0.21,0.03,84:FC:E6:50:9E:F8,L,A,1,10.199999999999998,up
17,0.97104,8.78,-1.47,-3.42,-0.58,0.24,0.03,84:FC:E6:50:9E:F8,L,A,1,10.799999999999995,up
18,0.97104,8.82,-1.54,-3.49,-0.45,0.24,-0.03,84:FC:E6:50:9E:F8,L,A,1,11.399999999999997,up
19,0.97104,8.98,-1.69,-3.62,-0.23,0.25,-0.05,84:FC:E6:50:9E:F8,L,A,1,11.999999999999996,up
20,0.97104,9.23,-1.74,-3.75,0.13,0.27,0.09,84:FC:E6:50:9E:F8,L,A,1,12.599999999999996,up
21,0.97104,9.33,-1.62,-3.66,0.45,0.27,0.2,84:FC:E6:50:9E:F8,L,A,1,13.199999999999996,up
22,0.97104,9.1,-1.43,-3.47,0.71,0.21,0.21,84:FC:E6:50:9E:F8,L,A,1,13.799999999999995,up
23,0.97104,8.87,-1.27,-3.39,-0.48,0.26,-0.11,84:FC:E6:50:9E:F8,L,A,1,14.399999999999997,up
24,0.97104,9.04,-1.33,-3.34,0.82,0.15,0.21,84:FC:E6:50:9E:F8,L,A,1,14.999999999999996,up
25,0.97104,8.85,-1.22,-3.28,-0.43,0.27,-0.1,84:FC:E6:50:9E:F8,L,A,1,15.599999999999994,up
26,0.97104,8.81,-1.16,-3.2,-0.08,0.27,-0.02,84:FC:E6:50:9E:F8,L,A,1,16.199999999999996,up
27,0.97104,9.11,-1.42,-3.76,-0.2,0.33,-0.06,84:FC:E6:50:9E:F8,L,A,1,16.799999999999997,up
28,0.97104,8.94,-1.3,-3.66,0.05,0.33,-0.03,84:FC:E6:50:9E:F8,L,A,1,17.4,up
29,0.97104,8.85,-1.11,-3.38,0.14,0.26,-0.06,84:FC:E6:50:9E:F8,L,A,1,18.0,up
30,0.97104,8.98,-1.19,-3.43,0.13,0.22,-0.06,84:FC:E6:50:9E:F8,L,A,1,18.6,up
31,0.97104,8.97,-1.26,-3.5,0.17,0.19,-0.06,84:FC:E6:50:9E:F8,L,A,1,19.200000000000003,up
32,0.97104,8.97,-1.18,-3.4,0.17,0.19,-0.06,84:FC:E6:50:9E:F8,L,A,1,19.800000000000004,up
33,0.97104,8.97,-1.15,-3.31,0.08,0.22,-0.04,84:FC:E6:50:9E:F8,L,A,1,20.40000000000001,up
34,0.97104,8.96,-0.62,-3.33,-0.02,0.2,-0.03,84:FC:E6:50:9E:F8,L,A,1,21.000000000000007,up
35,0.97104,8.94,-1.18,-3.39,-0.09,0.2,-0.05,84:FC:E6:50:9E:F8,L,A,1,21.60000000000001,up
36,0.97104,8.93,-1.2,-3.44,-0.08,0.19,-0.08,84:FC:E6:50:9E:F8,L,A,1,22.20000000000001,up
37,0.97104,8.95,-1.23,-3.5,-0.0,0.18,-0.1,84:FC:E6:50:9E:F8,L,A,1,22.80000000000001,up
38,0.97104,8.89,-1.29,-3.5,0.1,0.17,-0.12,84:FC:E6:50:9E:F8,L,A,1,23.400000000000013,up
39,0.97104,8.95,-1.35,-3.6,0.21,0.16,-0.11,84:FC:E6:50:9E:F8,L,A,1,24.000000000000018,up
40,0.97104,8.97,-1.38,-3.6,0.34,0.13,-0.06,84:FC:E6:50:9E:F8,L,A,1,24.600000000000016,up
41,0.97104,9.0,-1.35,-3.56,0.46,0.13,-0.02,84:FC:E6:50:9E:F8,L,A,1,25.200000000000017,up
42,0.97104,9.03,-1.2,-3.49,0.53,0.15,0.0,84:FC:E6:50:9E:F8,L,A,1,25.80000000000002,up
43,0.97104,8.96,-1.2,-3.38,0.55,0.17,0.0,84:FC:E6:50:9E:F8,L,A,1,26.40000000000002,up
44,0.97104,9.03,-1.23,-3.32,0.52,0.19,-0.02,84:FC:E6:50:9E:F8,L,A,1,27.00000000000002,up
45,0.97104,8.94,-1.17,-3.26,0.4,0.22,-0.0,84:FC:E6:50:9E:F8,L,A,1,27.600000000000023,up
46,0.97104,8.9,-1.14,-3.31,0.24,0.22,0.01,84:FC:E6:50:9E:F8,L,A,1,28.200000000000024,up
47,0.97104,8.9,-1.05,-3.23,0.09,0.26,-0.01,84:FC:E6:50:9E:F8,L,A,1,28.800000000000026,up
48,0.97104,8.85,-1.2,-3.18,-0.28,0.27,-0.06,84:FC:E6:50:9E:F8,L,A,1,29.400000000000027,up
49,0.97104,8.96,-1.31,-3.2,0.68,0.13,0.19,84:FC:E6:50:9E:F8,L,A,1,30.00000000000003,up
50,0.97104,9.07,-1.25,-3.01,0.49,0.1,0.21,84:FC:E6:50:9E:F8,L,A,1,30.60000000000003,up
51,0.97104,8.98,-1.14,-2.95,0.15,0.12,0.21,84:FC:E6:50:9E:F8,L,A,1,31.20000000000003,up
52,0.97104,9.58,-0.52,-4.33,1.89,0.08,0.19,84:FC:E6:50:9E:F8,L,A,1,31.800000000000033,up
53,0.97104,9.73,-0.12,-4.15,2.41,0.24,0.24,84:FC:E6:50:9E:F8,L,A,1,32.400000000000034,up
54,0.97104,9.47,-0.59,-4.04,2.47,0.32,0.43,84:FC:E6:50:9E:F8,L,A,1,33.000000000000036,up
55,0.97104,9.38,-0.73,-3.93,1.87,0.44,0.52,84:FC:E6:50:9E:F8,L,A,1,33.60000000000004,up
56,0.97104,9.32,-1.11,-3.65,0.81,0.6,0.58,84:FC:E6:50:9E:F8,L,A,1,34.20000000000004,up
57,0.97104,9.04,-0.9,-3.26,0.09,0.76,0.51,84:FC:E6:50:9E:F8,L,A,1,34.80000000000004,up
58,0.97104,8.69,-1.11,-3.28,-0.55,0.84,0.37,84:FC:E6:50:9E:F8,L,A,1,35.40000000000004,up
59,0.97104,8.55,-0.82,-3.31,-0.95,0.89,0.19,84:FC:E6:50:9E:F8,L,A,1,36.00000000000004,up
60,0.97104,8.52,-0.31,-3.26,-1.31,0.96,-0.02,84:FC:E6:50:9E:F8,L,A,1,36.60000000000005,up
61,0.97104,8.32,-0.36,-3.15,-1.5,0.9,-0.15,84:FC:E6:50:9E:F8,L,A,1,37.200000000000045,up
62,0.97104,8.03,-0.21,-3.21,-1.93,0.75,-0.23,84:FC:E6:50:9E:F8,L,A,1,37.80000000000005,up
63,0.97104,8.65,-1.62,-3.57,-0.86,0.51,0.02,84:FC:E6:50:9E:F8,L,A,1,38.40000000000005,up
64,0.97104,8.98,-0.7,-3.59,0.26,0.35,-0.11,84:FC:E6:50:9E:F8,L,A,1,39.00000000000005,up
65,0.97104,8.93,-0.34,-3.29,0.59,0.24,0.05,84:FC:E6:50:9E:F8,L,A,1,39.60000000000005,up
66,0.97104,8.92,-0.33,-3.06,0.58,0.06,0.19,84:FC:E6:50:9E:F8,L,A,1,40.20000000000005,up
67,0.97104,9.0,-0.47,-3.2,0.36,-0.05,0.23,84:FC:E6:50:9E:F8,L,A,1,40.800000000000054,up
68,0.97104,9.0,-0.53,-3.45,0.11,-0.06,0.1,84:FC:E6:50:9E:F8,L,A,1,41.400000000000055,up
69,0.97104,8.96,-0.5,-3.6,0.0,-0.05,-0.02,84:FC:E6:50:9E:F8,L,A,1,42.00000000000006,up
70,0.97104,9.23,-0.54,-3.73,0.02,0.02,-0.12,84:FC:E6:50:9E:F8,L,A,1,42.60000000000006,up
71,0.97104,9.29,-0.69,-3.9,0.07,0.09,-0.12,84:FC:E6:50:9E:F8,L,A,1,43.20000000000006,up
72,0.97104,8.95,-0.8,-4.03,0.27,0.17,-0.02,84:FC:E6:50:9E:F8,L,A,1,43.80000000000006,up
73,0.97104,9.23,-1.29,-4.16,1.07,-0.02,0.12,84:FC:E6:50:9E:F8,L,A,1,44.40000000000006,up
74,0.97104,9.08,-1.38,-3.9,0.49,-0.08,0.1,84:FC:E6:50:9E:F8,L,A,1,45.000000000000064,up
75,0.97104,8.98,-1.4,-3.82,-0.06,-0.0,0.07,84:FC:E6:50:9E:F8,L,A,1,45.600000000000065,up
76,0.97104,8.97,-0.88,-3.17,0.49,0.13,0.15,84:FC:E6:50:9E:F8,L,A,1,46.20000000000007,up
77,0.97104,8.82,-1.12,-3.0,-0.16,0.1,0.23,84:FC:E6:50:9E:F8,L,A,1,46.80000000000007,up
78,0.97104,8.69,-1.18,-3.1,-0.36,0.1,0.25,84:FC:E6:50:9E:F8,L,A,1,47.40000000000007,up
79,0.97104,8.7,-1.26,-3.38,-0.39,0.1,0.28,84:FC:E6:50:9E:F8,L,A,1,48.00000000000007,up
80,0.97104,8.71,-1.55,-3.69,-0.17,0.15,0.29,84:FC:E6:50:9E:F8,L,A,1,48.60000000000007,up
81,0.97104,8.84,-1.66,-3.83,0.24,0.17,0.21,84:FC:E6:50:9E:F8,L,A,1,49.200000000000074,up
82,0.97104,9.03,-1.45,-3.68,0.54,0.17,0.15,84:FC:E6:50:9E:F8,L,A,1,49.800000000000075,up
83,0.97104,9.13,-1.23,-3.46,0.63,0.14,0.14,84:FC:E6:50:9E:F8,L,A,1,50.40000000000008,up
84,0.97104,9.14,-1.09,-3.29,0.69,0.11,0.24,84:FC:E6:50:9E:F8,L,A,1,51.00000000000008,up
85,0.97104,9.07,-0.93,-3.19,0.63,0.1,0.22,84:FC:E6:50:9E:F8,L,A,1,51.60000000000008,up
86,0.97104,9.07,-0.95,-3.24,0.56,0.1,0.2,84:FC:E6:50:9E:F8,L,A,1,52.20000000000008,up
87,0.97104,9.2,-1.26,-3.49,-0.38,0.32,-0.15,84:FC:E6:50:9E:F8,L,A,1,52.80000000000008,up
88,0.97104,9.05,-1.07,-3.37,-0.41,0.24,-0.18,84:FC:E6:50:9E:F8,L,A,1,53.40000000000008,up
89,0.97104,8.85,-0.64,-3.14,0.36,0.2,-0.02,84:FC:E6:50:9E:F8,L,A,1,54.000000000000085,up
90,0.97104,8.92,-0.62,-3.09,0.24,0.25,-0.08,84:FC:E6:50:9E:F8,L,A,1,54.60000000000009,up
91,0.97104,8.92,-0.74,-3.08,0.07,0.33,-0.14,84:FC:E6:50:9E:F8,L,A,1,55.20000000000009,up
92,0.97104,9.03,-0.94,-3.14,0.03,0.34,-0.14,84:FC:E6:50:9E:F8,L,A,1,55.80000000000009,up
93,0.97104,9.12,-1.02,-3.08,-0.09,0.35,-0.13,84:FC:E6:50:9E:F8,L,A,1,56.40000000000009,up
94,0.97104,9.06,-1.04,-2.98,-0.27,0.35,-0.14,84:FC:E6:50:9E:F8,L,A,1,57.00000000000009,up
95,0.97104,8.91,-1.13,-2.97,-0.47,0.33,-0.1,84:FC:E6:50:9E:F8,L,A,1,57.600000000000094,up
96,0.97104,8.84,-1.22,-3.1,-0.59,0.25,-0.05,84:FC:E6:50:9E:F8,L,A,1,58.200000000000095,up
97,0.97104,8.88,-1.18,-3.26,-0.66,0.19,-0.04,84:FC:E6:50:9E:F8,L,A,1,58.8000000000001,up
98,0.97104,8.87,-1.22,-3.44,-0.65,0.09,0.04,84:FC:E6:50:9E:F8,L,A,1,59.4000000000001,up
99,0.97104,8.83,-0.75,-3.15,0.42,0.16,0.09,84:FC:E6:50:9E:F8,L,A,1,60.0000000000001,up
100,2.9713,8.96,-1.08,-5.66,-0.25,-0.57,-0.11,84:FC:E6:50:9E:F8,L,A,1,60.6000000000001,up
101,2.9713,9.07,-0.82,-5.79,0.17,-0.69,-0.16,84:FC:E6:50:9E:F8,L,A,1,61.2000000000001,up
102,2.9713,7.12,-1.1,-7.28,0.41,-1.87,0.19,84:FC:E6:50:9E:F8,L,A,1,61.800000000000104,up
103,2.9713,6.55,-1.78,-7.84,0.97,-1.99,0.6,84:FC:E6:50:9E:F8,L,A,1,62.400000000000105,up
104,2.9713,6.39,-2.12,-8.54,0.71,-2.01,0.77,84:FC:E6:50:9E:F8,L,A,1,63.00000000000011,up
105,2.9713,6.29,-1.47,-8.89,0.57,-2.05,0.59,84:FC:E6:50:9E:F8,L,A,1,63.60000000000011,up
106,2.9713,5.97,-1.39,-8.41,0.37,-2.01,0.59,84:FC:E6:50:9E:F8,L,A,1,64.2000000000001,up
107,2.9713,5.58,-1.98,-7.92,-0.02,-1.9,0.66,84:FC:E6:50:9E:F8,L,A,1,64.8000000000001,up
108,2.9713,5.41,-1.77,-8.1,-0.48,-1.77,0.52,84:FC:E6:50:9E:F8,L,A,1,65.40000000000009,up
109,2.9713,5.35,-1.59,-8.72,-0.18,-1.75,0.44,84:FC:E6:50:9E:F8,L,A,1,66.00000000000009,up
110,2.9713,5.56,-1.54,-9.07,-0.01,-1.86,0.46,84:FC:E6:50:9E:F8,L,A,1,66.60000000000008,up
111,2.9713,5.13,-1.69,-8.7,-0.4,-1.7,0.35,84:FC:E6:50:9E:F8,L,A,1,67.20000000000007,up
112,2.9713,4.92,-1.03,-8.85,-0.14,-1.64,0.44,84:FC:E6:50:9E:F8,L,A,1,67.80000000000007,up
113,2.9713,4.73,-1.63,-9.39,-0.14,-1.62,0.49,84:FC:E6:50:9E:F8,L,A,1,68.40000000000006,up
114,2.9713,4.76,-1.25,-9.7,-0.19,-1.74,0.56,84:FC:E6:50:9E:F8,L,A,1,69.00000000000006,up
115,2.9713,4.56,-1.31,-9.49,-0.26,-1.65,0.5,84:FC:E6:50:9E:F8,L,A,1,69.60000000000005,up
116,2.9713,4.29,-1.43,-9.74,-0.26,-1.62,0.41,84:FC:E6:50:9E:F8,L,A,1,70.20000000000005,up
117,2.9713,4.16,-1.42,-10.13,-0.24,-1.67,0.39,84:FC:E6:50:9E:F8,L,A,1,70.80000000000004,up
118,2.9713,4.05,-1.08,-10.08,-0.13,-1.62,0.47,84:FC:E6:50:9E:F8,L,A,1,71.40000000000003,up
119,2.9713,4.07,-1.42,-10.42,-0.17,-1.72,0.53,84:FC:E6:50:9E:F8,L,A,1,72.00000000000003,up
120,2.9713,3.8,-1.7,-10.97,-0.16,-1.81,0.56,84:FC:E6:50:9E:F8,L,A,1,72.60000000000002,up
121,2.9713,3.51,-1.58,-10.76,-0.24,-1.88,0.52,84:FC:E6:50:9E:F8,L,A,1,73.20000000000002,up
122,2.9713,3.27,-1.56,-10.55,-0.26,-1.91,0.48,84:FC:E6:50:9E:F8,L,A,1,73.80000000000001,up
123,2.9713,3.07,-1.27,-10.82,-0.2,-1.89,0.69,84:FC:E6:50:9E:F8,L,A,1,74.4,up
124,2.9713,6.82,-1.06,-7.53,1.08,-1.96,0.36,84:FC:E6:50:9E:F8,L,A,1,75.0,up
125,2.9713,2.88,-1.46,-10.65,0.0,-2.0,0.48,84:FC:E6:50:9E:F8,L,A,1,75.6,up
126,2.9713,7.04,-0.96,-7.37,0.8,-1.96,0.32,84:FC:E6:50:9E:F8,L,A,1,76.19999999999999,up
127,2.9713,7.65,-1.0,-7.46,-0.07,-1.78,0.21,84:FC:E6:50:9E:F8,L,A,1,76.79999999999998,up
128,2.9713,8.95,-1.1,-5.94,0.32,-0.77,-0.16,84:FC:E6:50:9E:F8,L,A,1,77.39999999999998,up
129,2.9713,9.13,-1.53,-6.13,0.03,-0.9,-0.1,84:FC:E6:50:9E:F8,L,A,1,77.99999999999997,up
130,2.9713,9.1,-1.62,-5.83,-0.45,-1.04,-0.04,84:FC:E6:50:9E:F8,L,A,1,78.59999999999997,up
131,2.9713,8.78,-1.3,-5.45,-0.77,-1.16,-0.07,84:FC:E6:50:9E:F8,L,A,1,79.19999999999996,up
132,2.9713,8.67,-0.66,-5.29,-0.85,-1.19,-0.1,84:FC:E6:50:9E:F8,L,A,1,79.79999999999995,up
133,2.9713,8.64,-0.47,-5.16,-0.48,-1.22,-0.2,84:FC:E6:50:9E:F8,L,A,1,80.39999999999995,up
134,2.9713,8.75,-1.2,-5.16,-0.63,-1.26,0.02,84:FC:E6:50:9E:F8,L,A,1,80.99999999999994,up
135,2.9713,8.89,-0.71,-5.24,-0.58,-1.31,0.04,84:FC:E6:50:9E:F8,L,A,1,81.59999999999994,up
136,2.9713,8.9,-0.58,-5.22,-0.53,-1.33,0.05,84:FC:E6:50:9E:F8,L,A,1,82.19999999999993,up
137,2.9713,8.8,-0.58,-5.15,-0.53,-1.36,0.04,84:FC:E6:50:9E:F8,L,A,1,82.79999999999993,up
138,2.9713,8.57,-0.63,-5.04,-0.5,-1.32,0.01,84:FC:E6:50:9E:F8,L,A,1,83.39999999999992,up
139,2.9713,8.44,-0.58,-5.18,-0.43,-1.26,0.03,84:FC:E6:50:9E:F8,L,A,1,83.99999999999991,up
140,2.9713,8.29,-0.63,-5.62,-0.26,-1.22,-0.1,84:FC:E6:50:9E:F8,L,A,1,84.59999999999991,up
141,2.9713,8.44,-0.41,-5.84,-0.06,-1.25,0.01,84:FC:E6:50:9E:F8,L,A,1,85.1999999999999,up
142,2.9713,8.35,-0.49,-6.17,-0.07,-1.25,0.05,84:FC:E6:50:9E:F8,L,A,1,85.7999999999999,up
143,2.9713,8.25,-0.56,-6.51,0.08,-1.31,0.08,84:FC:E6:50:9E:F8,L,A,1,86.39999999999989,up
144,2.9713,8.32,-0.63,-6.89,0.06,-1.38,0.08,84:FC:E6:50:9E:F8,L,A,1,86.99999999999989,up
145,2.9713,8.08,-0.65,-7.06,0.12,-1.48,0.05,84:FC:E6:50:9E:F8,L,A,1,87.59999999999988,up
146,2.9713,7.9,-0.62,-7.21,0.18,-1.51,0.09,84:FC:E6:50:9E:F8,L,A,1,88.19999999999987,up
147,2.9713,7.93,-0.75,-7.12,0.07,-1.65,0.21,84:FC:E6:50:9E:F8,L,A,1,88.79999999999987,up
148,2.9713,7.63,-1.32,-7.17,0.02,-1.64,0.1,84:FC:E6:50:9E:F8,L,A,1,89.39999999999986,up
149,2.9713,7.3,-0.93,-7.3,0.08,-1.77,0.16,84:FC:E6:50:9E:F8,L,A,1,89.99999999999986,up
150,2.9713,2.55,-1.3,-10.18,0.28,-1.94,0.55,84:FC:E6:50:9E:F8,L,A,1,90.59999999999984,up
151,2.9713,-6.85,1.42,-7.66,-0.01,-1.17,0.33,84:FC:E6:50:9E:F8,L,A,1,91.19999999999985,up
152,2.9713,2.09,-1.38,-9.7,0.12,-1.72,0.45,84:FC:E6:50:9E:F8,L,A,1,91.79999999999984,up
153,2.9713,-3.95,-0.06,-9.23,-0.37,-1.91,0.63,84:FC:E6:50:9E:F8,L,A,1,92.39999999999984,up
154,2.9713,-4.35,-0.17,-8.97,-0.46,-1.87,0.67,84:FC:E6:50:9E:F8,L,A,1,92.99999999999984,up
155,2.9713,-4.63,-0.05,-8.88,-0.5,-1.77,0.54,84:FC:E6:50:9E:F8,L,A,1,93.59999999999982,up
156,2.9713,-4.7,0.02,-9.21,-0.52,-1.73,0.45,84:FC:E6:50:9E:F8,L,A,1,94.19999999999982,up
157,2.9713,-4.67,0.25,-9.3,-0.58,-1.73,0.47,84:FC:E6:50:9E:F8,L,A,1,94.7999999999998,up
158,2.9713,-5.03,0.3,-8.86,-0.6,-1.72,0.49,84:FC:E6:50:9E:F8,L,A,1,95.3999999999998,up
159,2.9713,-5.46,0.29,-8.5,-0.6,-1.65,0.51,84:FC:E6:50:9E:F8,L,A,1,95.9999999999998,up
160,2.9713,-5.68,0.51,-8.36,-0.76,-1.55,0.46,84:FC:E6:50:9E:F8,L,A,1,96.5999999999998,up
161,2.9713,-5.81,0.82,-8.36,-0.83,-1.49,0.39,84:FC:E6:50:9E:F8,L,A,1,97.1999999999998,up
162,2.9713,-5.99,0.98,-7.83,-0.7,-1.47,0.32,84:FC:E6:50:9E:F8,L,A,1,97.79999999999978,up
163,2.9713,-6.42,1.03,-7.66,-0.57,-1.37,0.31,84:FC:E6:50:9E:F8,L,A,1,98.39999999999978,up
164,2.9713,-6.33,1.08,-8.04,-0.45,-1.29,0.22,84:FC:E6:50:9E:F8,L,A,1,98.99999999999976,up
165,2.9713,-6.52,1.14,-8.02,-0.35,-1.25,0.22,84:FC:E6:50:9E:F8,L,A,1,99.59999999999977,up
166,2.9713,-6.61,1.12,-7.39,-0.15,-1.16,0.2,84:FC:E6:50:9E:F8,L,A,1,100.19999999999976,up
167,2.9713,-6.88,1.05,-7.21,-0.19,-1.09,0.2,84:FC:E6:50:9E:F8,L,A,1,100.79999999999976,up
168,2.9713,-6.64,0.95,-7.62,-0.39,-1.02,0.18,84:FC:E6:50:9E:F8,L,A,1,101.39999999999976,up
169,2.9713,-6.78,1.15,-7.93,-0.47,-1.05,0.28,84:FC:E6:50:9E:F8,L,A,1,101.99999999999974,up
170,2.9713,-6.83,1.28,-7.63,-0.37,-1.13,0.24,84:FC:E6:50:9E:F8,L,A,1,102.59999999999974,up
171,2.9713,-7.1,1.34,-7.04,-0.08,-1.13,0.3,84:FC:E6:50:9E:F8,L,A,1,103.19999999999972,up
172,2.9713,-7.35,1.02,-7.28,-0.05,-1.14,0.35,84:FC:E6:50:9E:F8,L,A,1,103.79999999999971,up
173,2.9713,2.31,-1.29,-9.71,0.31,-1.84,0.49,84:FC:E6:50:9E:F8,L,A,1,104.39999999999972,up
174,2.9713,-3.66,-0.08,-9.42,-0.51,-1.96,0.6,84:FC:E6:50:9E:F8,L,A,1,104.99999999999972,up
175,2.9713,-3.43,-0.22,-9.32,-0.69,-2.0,0.59,84:FC:E6:50:9E:F8,L,A,1,105.59999999999972,up
176,2.9713,-5.63,0.77,-8.55,-0.89,-1.51,0.44,84:FC:E6:50:9E:F8,L,A,1,106.1999999999997,up
177,2.9713,-3.06,-0.15,-9.5,-0.84,-2.02,0.63,84:FC:E6:50:9E:F8,L,A,1,106.7999999999997,up
178,2.9713,1.89,-1.44,-10.17,-0.21,-1.72,0.45,84:FC:E6:50:9E:F8,L,A,1,107.3999999999997,up
179,2.9713,1.78,-1.37,-10.17,-0.11,-1.76,0.45,84:FC:E6:50:9E:F8,L,A,1,107.99999999999967,up
180,2.9713,1.46,-1.37,-9.84,0.04,-1.72,0.54,84:FC:E6:50:9E:F8,L,A,1,108.59999999999968,up
181,2.9713,0.78,-1.11,-9.88,-0.18,-1.58,0.43,84:FC:E6:50:9E:F8,L,A,1,109.19999999999968,up
182,2.9713,0.73,-1.28,-11.03,-0.34,-1.64,0.51,84:FC:E6:50:9E:F8,L,A,1,109.79999999999968,up
183,2.9713,0.79,-1.58,-11.64,-0.35,-1.77,0.54,84:FC:E6:50:9E:F8,L,A,1,110.39999999999966,up
184,2.9713,0.49,-1.71,-11.3,0.11,-1.83,0.53,84:FC:E6:50:9E:F8,L,A,1,110.99999999999966,up
185,2.9713,0.31,-1.84,-11.6,0.23,-1.83,0.6,84:FC:E6:50:9E:F8,L,A,1,111.59999999999964,up
186,2.9713,0.3,-1.79,-11.95,-0.0,-1.98,0.7,84:FC:E6:50:9E:F8,L,A,1,112.19999999999963,up
187,2.9713,-0.17,-1.84,-11.56,-0.11,-2.14,0.78,84:FC:E6:50:9E:F8,L,A,1,112.79999999999964,up
188,2.9713,-0.7,-1.81,-10.52,-0.12,-2.22,0.87,84:FC:E6:50:9E:F8,L,A,1,113.39999999999964,up
189,2.9713,0.17,-1.92,-11.2,0.35,-1.78,0.54,84:FC:E6:50:9E:F8,L,A,1,113.99999999999964,up
190,2.9713,-0.9,-1.59,-10.92,-0.22,-2.18,0.91,84:FC:E6:50:9E:F8,L,A,1,114.59999999999962,up
191,2.9713,-0.84,-1.5,-10.85,-0.42,-2.2,0.91,84:FC:E6:50:9E:F8,L,A,1,115.19999999999962,up
192,2.9713,-1.44,-1.24,-10.27,-0.48,-2.18,0.8,84:FC:E6:50:9E:F8,L,A,1,115.7999999999996,up
193,2.9713,-1.69,-1.18,-9.99,-0.61,-2.11,0.75,84:FC:E6:50:9E:F8,L,A,1,116.3999999999996,up
194,2.9713,-2.01,-0.88,-10.17,-0.82,-2.12,0.76,84:FC:E6:50:9E:F8,L,A,1,116.9999999999996,up
195,2.9713,-2.29,-0.74,-10.01,-0.81,-2.12,0.7,84:FC:E6:50:9E:F8,L,A,1,117.5999999999996,up
196,2.9713,-3.06,-0.64,-9.62,-0.67,-2.09,0.62,84:FC:E6:50:9E:F8,L,A,1,118.1999999999996,up
197,2.9713,-2.77,-0.6,-9.4,-0.6,-2.04,0.6,84:FC:E6:50:9E:F8,L,A,1,118.7999999999996,up
198,2.9713,-1.12,-1.64,-10.3,-0.24,-2.17,0.9,84:FC:E6:50:9E:F8,L,A,1,119.39999999999958,up
199,2.9713,-2.9,-0.5,-9.55,-0.75,-2.01,0.64,84:FC:E6:50:9E:F8,L,A,1,119.99999999999956,up
200,5.97156,-9.13,1.79,-4.24,0.1,-1.29,0.4,84:FC:E6:50:9E:F8,L,A,1,120.59999999999955,up
201,5.97156,-9.46,1.61,-4.92,0.09,-1.29,0.37,84:FC:E6:50:9E:F8,L,A,1,121.19999999999956,up
202,5.97156,-9.49,1.94,-3.86,0.37,-1.2,0.41,84:FC:E6:50:9E:F8,L,A,1,121.79999999999956,up
203,5.97156,-9.86,2.48,-1.63,0.61,-0.83,-0.03,84:FC:E6:50:9E:F8,L,A,1,122.39999999999957,up
204,5.97156,-9.99,2.34,-1.36,0.37,-0.56,0.13,84:FC:E6:50:9E:F8,L,A,1,122.99999999999956,up
205,5.97156,-9.85,2.45,-1.29,0.19,-0.47,0.14,84:FC:E6:50:9E:F8,L,A,1,123.59999999999954,up
206,5.97156,-10.11,2.53,-1.51,-0.11,-0.39,0.15,84:FC:E6:50:9E:F8,L,A,1,124.19999999999952,up
207,5.97156,-9.97,2.46,-1.29,-0.33,-0.35,0.19,84:FC:E6:50:9E:F8,L,A,1,124.79999999999951,up
208,5.97156,-9.85,2.44,-1.16,-0.41,-0.3,0.22,84:FC:E6:50:9E:F8,L,A,1,125.39999999999952,up
209,5.97156,-9.9,2.46,-1.57,-0.45,-0.31,0.23,84:FC:E6:50:9E:F8,L,A,1,125.99999999999952,up
