api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,failure_rate,module,n,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,query_case_success,query_validity_rate,result_overlap,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
1.2947602654986743,1.0827956434950465,2.5853017636538396,1,196.5,ADVISOR-legacy,0.0,query,30,3324.5,0.9879788293666667,0.9437976395,1.7144175385499987,1.0,1.0,0.9333333333333333,3437,3521.5,4151.3,103110,39.78302545100111,40.975823023502016,42.29511069619912
