api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,domain_selection_accuracy,failure_rate,module,n,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
1.1334995552921707,1.0030113235043245,1.9042662169522369,1,75.5,TER,1.0,0.0,scope,24,1059.0,0.4053594895416667,0.393363467,0.47763485874999995,1134.0833333333333,1133.0,1158.0,27218,9.758599012250974,9.99310188900563,10.904473588951804
