api_latency_mean_seconds,api_latency_p50_seconds,api_latency_p95_seconds,attempts_mean,completion_tokens_p50,configuration,domain_selection_accuracy,failure_rate,module,n,prompt_tokens_p50,provider_total_time_mean_seconds,provider_total_time_p50_seconds,provider_total_time_p95_seconds,total_tokens_mean,total_tokens_p50,total_tokens_p95,total_tokens_sum,wall_latency_mean_seconds,wall_latency_p50_seconds,wall_latency_p95_seconds
0.7534571892423573,0.7037177134989179,1.1504639534941816,1,77.0,ALL,1.0,0.0,scope,66,2750.0,0.548314964030303,0.548392004,0.64345752975,2824.8333333333335,2826.0,2846.75,186439,22.571532503106,23.202724025999487,23.650333150246297
